Linjenr,Løpenummer,Navn,Type,Hovedeier,Org_nr__hovedeier,Fylke,Fylkesnr_,Kommune,Kommunenr_,Dato_for_første_utnyttelse_av_fallet,Dato_for_eldste_kraftproduserende_del,Maks_ytelse_.MW.,Midl__årsproduksjon_.ref__1981.2010._.GWh.,Brutto_fallhøyde_.m.,Maksimal_slukeevne_.m3.s.,Energiekvivalent_.kWh.m3.,Elspotområde,Reginenr,Vannregion,Year_start,PZ
886,1339,Takle,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Gulen,35,25.02.2000,25.02.2000,0.99,5.6,225,0.5,0.556,5,069.2Z,69,2000,4
1014,907,Grytten,Kraftverk,GRYTTEN_ARILD,969834278,Vestland,46,Askvoll,45,01.01.2000,01.01.2000,0.07,0.16,NA,NA,NA,3,84.4,84,2000,4
1015,909,Kvernhuselva,Kraftverk,NA,NA,Vestland,46,Askvoll,45,01.01.2000,01.01.2000,0.32,1.38,NA,NA,NA,3,084.5B,84,2000,4
1017,905,Mandelid,Kraftverk,GUNNAR_OSLAND,969828723,Vestland,46,Askvoll,45,01.01.2000,01.01.2000,0.125,0.83,NA,NA,NA,3,084.5D,84,2000,4
1039,778,Mo,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Sunnfjord,47,01.08.2000,01.08.2000,10,39.5399,550,2.2,1.263,3,084.C,84,2000,4
1044,1664,Refsdal,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Sunnfjord,47,01.08.2000,01.08.2000,0.493,1.5,414.4,0.12,1.13,3,084.C11,84,2000,4
1098,908,Fløtre,Kraftverk,JAN_KÅRE_FLØTRE,869830852,Vestland,46,Gloppen,50,01.01.2000,01.01.2000,0.05,0.18,55,NA,NA,3,087.C0,87,2000,4
1133,956,Vasstaket,Kraftverk,VASSTAKET_KRAFTVERK_AS,982063256,Vestland,46,Stryn,51,17.12.2000,17.12.2000,0.65,4,NA,NA,NA,3,088.2B21,88,2000,4
1178,934,Buset_mikrokraftverk,Kraftverk,BUSET_KRAFT_AS,883862732,Møre_og_Romsdal,15,Ørsta,20,01.01.2000,01.01.2000,0.018,0.03,NA,NA,NA,3,095.3Z,95,2000,5
1357,1025,Glisja,Kraftverk,NA,NA,Trøndelag,50,Midtre_Gauldal,27,01.01.2000,01.01.2000,0.075,0.3,NA,NA,NA,3,122.BC0,122,2000,6
1370,1155,Kalvåa,Kraftverk,KRISTIAN_STOKKE,971499176,Trøndelag,50,Selbu,32,01.01.2000,01.01.2000,0.28,0.8,NA,NA,NA,3,123.D11Z,123,2000,6
1376,1156,Uthusbekken,Kraftverk,NA,NA,Trøndelag,50,Selbu,32,01.01.2000,01.01.2000,0.009,0.046,NA,NA,NA,3,123.C1,123,2000,6
1384,780,Fossan,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Tydal,33,01.01.2000,01.01.2000,2.5,13.1876,28,10,0.069,3,123.EA2,123,2000,6
1442,1078,Blikåsbekken,Kraftverk,NA,NA,Trøndelag,50,Indre_Fosen,54,01.01.2000,01.01.2000,0.004,0.016,NA,NA,NA,3,131.9B,131,2000,6
98,1006,Bessa_Minikraftverk,Kraftverk,NA,NA,Innlandet,34,Vågå,35,01.01.1999,01.01.1999,0.098,0.7,NA,NA,NA,3,002.DGF51,2,1999,1
111,1164,Løa,Kraftverk,PER_SJØLIE,969106612,Innlandet,34,Åmot,22,01.01.1999,01.01.1999,0.35,1.4,NA,NA,NA,1,002.JC7,2,1999,1
293,1031,Kvennhusåi,Kraftverk,KVENNHUSÅI_KRAFTVERK_AS,979490364,Vestfold_og_Telemark,38,Seljord,20,20.03.1999,20.03.1999,0.995,3.7,213,0.575,NA,2,016.CC3Z,16,1999,1
332,1619,Smørklepp_II,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestfold_og_Telemark,38,Vinje,25,01.01.1999,01.01.1999,0.32,1.9,NA,NA,NA,2,016.BEC2,16,1999,1
472,994,Biskopstien,Kraftverk,NA,NA,Rogaland,11,Lund,12,01.01.1999,01.01.1999,0.04,0.2,NA,NA,NA,2,026.BB,26,1999,1
490,1129,Indre_Fossen,Kraftverk,ERLEND_SAMSLÅTT,969790521,Agder,42,Sirdal,28,01.01.1999,01.01.1999,0.036,0.213,NA,NA,NA,2,026.DAB,26,1999,1
520,1058,Byrkjedal,Kraftverk,BYRKJEDAL_KRAFTVERK_AS,979733321,Rogaland,11,Gjesdal,22,01.01.1999,01.01.1999,0.63,2.1,NA,NA,NA,2,030.2AZ,30,1999,2
531,1055,Grøndal,Kraftverk,BJØRN_STÅLE_RETTEDAL,983813313,Rogaland,11,Sandnes,8,01.01.1999,01.01.1999,0.022,0.1,NA,NA,NA,2,030.42Z,30,1999,2
532,1183,Krutlet,Kraftverk,NA,NA,Rogaland,11,Sandnes,8,01.01.1999,01.01.1999,0.045,0.1,NA,NA,NA,2,030.42Z,30,1999,2
534,769,Flørli,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Sandnes,8,01.01.1999,01.01.1999,80,317.7538,755,12,1.852,2,031.2Z,31,1999,2
537,826,Klubbatjern,Pumpe,LYSE_KRAFT_DA,925749419,Rogaland,11,Sandnes,8,01.01.1999,01.01.1999,-0.2,0,0,0.4,-0.139,2,031.221B,31,1999,2
559,1051,Rolf_Nåden_og_Ole_Jan_Naaden,Kraftverk,NA,NA,Rogaland,11,Stavanger,3,01.01.1999,01.01.1999,0.018,0.1,NA,NA,NA,2,34.5,34,1999,2
871,764,Vestrebotn,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Høyanger,38,03.09.1999,03.09.1999,2.8,15.816,78.7,4,0.194,5,067.3DB1,67,1999,4
892,985,Ortnevik_Mikrokraftverk,Kraftverk,NA,NA,Vestland,46,Høyanger,38,01.01.1999,01.01.1999,0.037,0.15,NA,0.2,NA,5,070.2A0,70,1999,4
984,946,Økslandselv,Kraftverk,ØKSLANDSELV_KRAFTVERK_AS,980027295,Vestland,46,Sunnfjord,47,01.01.1999,01.01.1999,0.691,2.3,NA,NA,NA,3,080.21B,80,1999,4
992,947,Horneelva,Kraftverk,NA,NA,Vestland,46,Hyllestad,37,01.01.1999,01.01.1999,0.1092,0.64,NA,NA,NA,3,082.32Z,82,1999,4
1069,903,Storelva,Kraftverk,STORELVA_KRAFTVERK_AS,979903774,Vestland,46,Kinn,2,01.01.1999,01.01.1999,0.4,2,NA,NA,NA,3,085.4E,85,1999,4
1070,902,Strupen,Kraftverk,STRUPEN_ENERGI_AS,979909551,Vestland,46,Kinn,2,20.04.1999,20.04.1999,0.48,2.5,NA,NA,NA,3,085.4E,85,1999,4
1074,904,Dyrstad,Kraftverk,DYRSTAD_KRAFT_DA,979931565,Vestland,46,Bremanger,48,01.01.1999,01.01.1999,0.99,4.5,NA,NA,NA,3,86.22,86,1999,4
1099,906,Fossekallen,Kraftverk,FOSSHEIM_KURT,969833964,Vestland,46,Gloppen,50,01.01.1999,01.01.1999,0.08,0.5,35,NA,NA,3,087.A121,87,1999,4
1106,821,Ryssdal,Kraftverk,RYSSDAL_KRAFT_AS,980348997,Vestland,46,Gloppen,50,01.01.1999,01.01.1999,1.25,5.9,197,0.8,0.434,3,087.A3,87,1999,4
1127,1189,Aaning,Kraftverk,NA,NA,Vestland,46,Stryn,51,01.01.1999,01.01.1999,0.016,0.07,NA,NA,NA,3,088.B11,88,1999,4
1242,765,Berild,Kraftverk,RAUMA_ENERGI_PRODUKSJON_AS,970974253,Møre_og_Romsdal,15,Rauma,39,27.09.1999,27.09.1999,15.9,51.6063,275,6.6,0.669,3,103.2Z,103,1999,5
1275,766,Meisal_II,Kraftverk,ISTAD_KRAFT_AS,923253920,Møre_og_Romsdal,15,Molde,6,01.01.1999,01.01.1999,4.1,24.6174,605,0.8,1.424,3,109.2Z,109,1999,6
1280,767,Grøa,Kraftverk,NEAS_AS,960684737,Møre_og_Romsdal,15,Sunndal,63,24.11.1999,24.11.1999,34.7,97.8411,353,11.5,0.838,3,109.AZ,109,1999,6
1344,1074,Skauma,Kraftverk,KVIKNE-RENNEBU_KRAFTLAG_AS,955664361,Trøndelag,50,Rennebu,22,01.01.1999,01.01.1999,0.9,3.3,180,0.6,NA,3,121.C4,121,1999,6
1412,1110,Nystavnbekken,Kraftverk,NA,NA,Trøndelag,50,Levanger,37,01.01.1999,01.01.1999,0.022,0.088,NA,NA,NA,3,1.25E+04,125,1999,6
1417,1111,Koabekken,Kraftverk,NA,NA,Trøndelag,50,Inderøy,53,01.01.1999,01.01.1999,0.016,0.025,NA,NA,NA,3,127.1,127,1999,6
1446,1080,Skråstadbekken,Kraftverk,NA,NA,Trøndelag,50,Indre_Fosen,54,01.01.1999,01.01.1999,0.006,0.02,NA,NA,NA,3,131.9D,131,1999,6
1489,1115,Bjøråa,Kraftverk,NILS_AUN_OKSTAD,870418752,Trøndelag,50,Høylandet,46,01.01.1999,01.01.1999,0.025,0.02,71,0.06,0.116,4,142.32Z,142,1999,7
1605,768,Lakshola,Kraftverk,SISO_ENERGI_AS,986530673,Nordland,18,Sørfold,45,01.12.1999,01.12.1999,30,110.9623,314,10.8,0.772,4,166.5A0,166,1999,9
1640,1143,Sirkelvann,Kraftverk,NORDKRAFT_MAGASIN_AS,928657213,Nordland,18,Narvik,6,01.06.1999,01.06.1999,0.7,4.2,NA,NA,NA,4,174.4B8,174,1999,9
10,1008,Øvre_Dørålseter,Kraftverk,NA,NA,Innlandet,34,Dovre,31,01.01.1998,01.01.1998,0,0,60,NA,NA,1,002.LG,2,1998,1
33,973,Horka,Kraftverk,AKERSHUS_MILJØKRAFT_AS,982910013,Viken,30,Gjerdrum,32,01.01.1998,01.01.1998,0.2,1,NA,NA,NA,1,002.CAAB,2,1998,1
118,1173,Sæteråa,Kraftverk,NA,NA,Innlandet,34,Åsnes,18,01.01.1998,01.01.1998,0.032,0.1,NA,NA,NA,1,002.G7,2,1998,1
203,1177,Lomsdalselva,Kraftverk,ANDREAS_LOMSDAL,969742918,Innlandet,34,Søndre_Land,47,01.01.1998,01.01.1998,0.025,0.05,NA,NA,NA,1,012.EZ,12,1998,1
248,880,Juvsbekken,Kraftverk,STEIN_HARTVIK_FLAATA,869161942,Viken,30,Nore_og_Uvdal,52,01.01.1998,01.01.1998,0.01,0.04,NA,NA,NA,5,015.JC12,15,1998,1
372,1137,Gurebo,Kraftverk,GUREBO_OLE_GUSTAV,969572443,Agder,42,Grimstad,2,01.01.1998,01.01.1998,0.178,0.961,NA,NA,NA,2,019.AB1A,19,1998,1
444,1181,Lognavann,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Åseral,24,01.01.1998,01.01.1998,0.055,0.256,NA,NA,NA,2,022.EA8,22,1998,1
516,1138,Mydland,Kraftverk,MYDLAND_KRAFTVERK_AS,977315425,Agder,42,Sirdal,28,01.01.1998,01.01.1998,0.3,2,110,0.35,0.238,2,027.3F,27,1998,1
568,1062,Møyskrev,Kraftverk,MIKROKRAFT_AS,972415952,Rogaland,11,Hjelmeland,33,01.01.1998,01.01.1998,0.17,0.9,NA,0.18,NA,2,035.2A1,35,1998,2
668,1184,Luren,Kraftverk,NA,NA,Rogaland,11,Vindafjord,60,01.01.1998,01.01.1998,0.0026,0.012,45,NA,NA,2,41.322,41,1998,3
713,1001,Otro,Kraftverk,NA,NA,Vestland,46,Kvinnherad,17,01.01.1998,01.01.1998,0.018,0.1,NA,NA,NA,2,45.1,45,1998,3
801,977,Dyrhovden,Kraftverk,DYRHOVDEN_ENERGI,979813015,Vestland,46,Samnanger,23,01.01.1998,01.01.1998,0.069,0.3,NA,NA,NA,5,055.B4,55,1998,3
858,980,Kjeldebekken,Kraftverk,BOTNAKRAFT_AS,921676786,Vestland,46,Alver,31,01.01.1998,01.01.1998,0.285,1.55,80,0.5,NA,5,064.4Z,64,1998,4
1053,945,Grovane,Kraftverk,GROVANE_KRAFTVERK_AS,979206968,Vestland,46,Sunnfjord,47,01.01.1998,01.01.1998,0.5,2.1,NA,NA,NA,3,8.4E+06,84,1998,4
1163,931,Heidelva,Kraftverk,HEIDELVA_KRAFTVERK_AS,979391188,Møre_og_Romsdal,15,Volda,77,15.09.1998,15.09.1998,0.5,2.5,220,0.4,0.347,3,094.42Z,94,1998,5
1164,932,Humberset,Kraftverk,HUMBERSET_OLAV,969126591,Møre_og_Romsdal,15,Volda,77,01.01.1998,01.01.1998,0.011,0.02,NA,NA,NA,3,94.61,94,1998,5
1165,930,Høydal,Kraftverk,HØYDAL_KRAFTVERK_AS,979355548,Møre_og_Romsdal,15,Volda,77,01.01.1998,01.01.1998,1.1,5.7,NA,NA,NA,3,094.42Z,94,1998,5
1243,925,Frisvold,Kraftverk,NA,NA,Møre_og_Romsdal,15,Rauma,39,01.01.1998,01.01.1998,0.025,0.05,50,NA,NA,3,103.64,103,1998,5
1266,1300,Bergbekken,Kraftverk,NA,NA,Møre_og_Romsdal,15,Molde,6,01.01.1998,01.01.1998,0.0014,0.003,18,0.024,0.016,3,105.4B,105,1998,5
1323,1191,Djupå,Kraftverk,DJUPÅ_EINAR,969636905,Trøndelag,50,Hitra,56,01.01.1998,01.01.1998,0.008,0.05,NA,NA,NA,3,119.74,119,1998,6
1428,763,Sundfossen,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Steinkjer,6,15.07.1998,15.07.1998,2.2,13.4051,4.4,60,0.01,3,128.B6,128,1998,6
1449,1079,Brudalsbekken,Kraftverk,NA,NA,Trøndelag,50,Indre_Fosen,54,01.01.1998,01.01.1998,0.022,0.02,NA,NA,NA,3,132.A2,132,1998,6
1506,1107,Mørnbekken,Kraftverk,NA,NA,Nordland,18,Grane,25,01.01.1998,01.01.1998,0.036,0.2,NA,NA,NA,4,151.D3Z,151,1998,8
1619,1150,Tore_Holmen,Kraftverk,NA,NA,Nordland,18,Hamarøy,75,01.01.1998,01.01.1998,0.004,0.016,NA,NA,NA,4,170.72,170,1998,9
4,760,Skonningsfoss,Kraftverk,HALDEN_KRAFTPRODUKSJON_AS,887287562,Viken,30,Halden,1,12.12.1997,12.12.1997,2.4,12.6187,7.69,37,0.017,1,001.A,1,1997,1
34,974,Kvernstufossen,Kraftverk,AKERSHUS_MILJØKRAFT_AS,982910013,Viken,30,Gjerdrum,32,01.01.1997,01.01.1997,0.5,2,NA,NA,NA,1,002.CAAA0,2,1997,1
63,865,Sikkilsdalseter,Kraftverk,LANDBRUKS-_OG_MATDEPARTEMENTET,972417874,Innlandet,34,Nord-Fron,36,01.01.1997,01.01.1997,0.085,0.34,54,NA,NA,1,002.DFBCC,2,1997,1
412,1133,Nånes_&_Mele,Kraftverk,NORSK_RØR_AS,976537300,Agder,42,Bygland,20,01.01.1997,01.01.2002,0.355,0.7,23.5,1.75,0.056,2,021.D6Z,21,1997,1
440,761,Skjerka,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Åseral,24,01.02.1997,01.02.1997,206.6,771,357.22,62,0.925,2,2.2E+01,22,1997,1
479,997,Moi,Kraftverk,MOI_ELVERK_AS,974429063,Rogaland,11,Lund,12,01.01.1997,01.01.1997,0.5,2,NA,NA,NA,2,026.BA22,26,1997,1
547,1064,Ottar_Holta,Kraftverk,NA,NA,Rogaland,11,Strand,30,01.01.1997,01.01.1997,0.015,0.05,NA,NA,NA,2,032.4C,32,1997,2
566,1061,Kjøsstånå,Kraftverk,MIKROKRAFT_AS,972415952,Rogaland,11,Hjelmeland,33,01.01.1997,01.01.1997,0.088,0.6,NA,NA,NA,2,035.2A1,35,1997,2
580,884,Tveit,Kraftverk,KÅRE_DAGFINN_NATLAND_SOLTVEIT,969497239,Rogaland,11,Suldal,34,01.01.1997,01.01.1997,0.36,1.3,NA,NA,NA,2,035.7AA,35,1997,2
588,885,Hamrabø,Kraftverk,HAVREVOLL_SVEINUNG,969503204,Rogaland,11,Suldal,34,01.01.1997,01.01.1997,0.07,0.5,NA,NA,NA,2,036.B4Z,36,1997,2
715,1186,Tveitelvfallet,Kraftverk,EIVIND_TVEDT,970371850,Vestland,46,Kvinnherad,17,01.01.1997,01.01.1997,0.1,0.4,NA,NA,NA,2,045.31Z,45,1997,3
1004,943,Kvernhusfossen,Kraftverk,KVERNHUSFOSS_KRAFTVERK_AS,976627172,Vestland,46,Sunnfjord,47,01.01.1997,01.01.1997,0.1424,1.3,NA,NA,NA,3,083.F,83,1997,4
1006,944,Norvald_Hestad,Kraftverk,NA,NA,Vestland,46,Sunnfjord,47,01.01.1997,01.01.1997,0.024,0.08,NA,NA,NA,3,083.C4,83,1997,4
1147,927,Helgøy,Kraftverk,HELGØY_ENERGI_AS,977309727,Møre_og_Romsdal,15,Vanylven,11,15.01.1997,15.01.1997,0.4,1.5,NA,NA,NA,3,92.52,92,1997,5
1161,933,Ervik,Kraftverk,NA,NA,Møre_og_Romsdal,15,Volda,77,01.01.1997,01.01.1997,0.012,0.02,NA,NA,NA,3,94.61,94,1997,5
1229,938,Alnes_Vannbehandlingsanlegg,Kraftverk,GISKE_KOMMUNE,964980721,Møre_og_Romsdal,15,Giske,32,01.01.1997,01.01.1997,0.06,0.18,NA,NA,NA,3,101.72,101,1997,5
1247,924,Krogseth,Kraftverk,NA,NA,Møre_og_Romsdal,15,Rauma,39,01.01.1997,01.01.1997,0.015,0.05,NA,NA,NA,3,103.64,103,1997,5
1303,1190,Bjøråa,Kraftverk,HANS_JOHAN_AARNES,979259492,Møre_og_Romsdal,15,Surnadal,66,01.01.1997,01.01.1997,0.036,0.27,NA,NA,NA,3,112.3A2,112,1997,6
1401,1114,Holmbekken,Kraftverk,FLORHOLMEN_BIRGER_A,969183161,Trøndelag,50,Stjørdal,35,01.01.1997,01.01.1997,0.0045,0.018,NA,NA,NA,3,124.A12,124,1997,6
1413,1113,Langsteinelva,Kraftverk,NA,NA,Trøndelag,50,Stjørdal,35,01.01.1997,01.01.1997,0.09,0.332,26,NA,NA,3,125.1Z,125,1997,6
1424,1204,Strindmoelva,Kraftverk,NA,NA,Trøndelag,50,Snåase_%u2013_Snåsa,41,01.01.1997,01.01.1997,0.018,0.054,15,NA,NA,3,128.C3Z,128,1997,6
1433,1112,Malmo,Kraftverk,MALMO_ELEKTRISITETSVERK_AS,979400152,Trøndelag,50,Steinkjer,6,01.01.1997,01.01.1997,0.7,2.589,NA,NA,NA,3,129.3Z,129,1997,6
1444,1081,Rørvikbekken,Kraftverk,NA,NA,Trøndelag,50,Indre_Fosen,54,01.01.1997,01.01.1997,0.011,0.03,NA,NA,NA,3,131.91,131,1997,6
1479,1116,Skorovasselva,Kraftverk,SKOROVASKRAFT_AS,952629808,Trøndelag,50,Namsskogan,44,01.01.1997,01.01.1997,0.08,0.4,NA,NA,NA,4,139.D5AZ,139,1997,7
1484,1117,Breksillan,Kraftverk,NA,NA,Trøndelag,50,Namsos,7,01.01.1997,01.01.1997,0.033,0.18,NA,NA,NA,3,140.61,140,1997,7
161,756,Gravfoss_II,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Modum,47,10.05.1996,10.05.1996,30.2,179.4176,20,176,0.048,1,012.D1,12,1996,1
295,1030,Reinstaul,Kraftverk,REINSTAUL_KRAFT_AS,898328082,Vestfold_og_Telemark,38,Seljord,20,01.01.1996,01.01.1996,0.018,0.1,NA,NA,NA,2,016.CC3Z,16,1996,1
341,1067,Reiersdalen,Kraftverk,NOREM_OLAV,869102822,Vestfold_og_Telemark,38,Drangedal,15,01.01.1996,01.01.1996,0.0037,0.02,NA,NA,NA,2,017.DC,17,1996,1
345,876,Frøvik_Gård,Kraftverk,NA,NA,Vestfold_og_Telemark,38,Kragerø,14,01.01.1996,01.01.1996,0.006,0.043,NA,NA,NA,2,17.31,17,1996,1
391,757,Gausbu,Kraftverk,SKAFSÅ_KRAFTVERK_ANS,840044262,Vestfold_og_Telemark,38,Tokke,24,04.10.1996,04.10.1996,7.2,33.4396,88,9.5,0.21,2,019.H82,19,1996,1
529,1291,Svanedal_i_Gjesdal,Kraftverk,NA,NA,Rogaland,11,Gjesdal,22,01.01.1996,01.01.1996,0.45,2.3,NA,NA,NA,2,030.1C,30,1996,2
695,1096,Aarskog,Kraftverk,FITJAR_KRAFTLAG_SA,971028548,Vestland,46,Fitjar,15,01.01.1996,01.01.1996,0.83,3.1,NA,NA,NA,2,44.6,44,1996,3
767,1188,Kinnali_II,Kraftverk,KINNALI_KRAFT_AS,993528315,Vestland,46,Ullensvang,18,01.01.1996,01.01.1996,0.099,0.8,NA,NA,NA,5,050.1AZ,50,1996,3
819,451,Trengereid,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Bergen,1,14.06.1996,14.06.1996,3.5,18.9712,388,1,0.972,5,061.3Z,61,1996,4
949,1187,Kaupanger,Kraftverk,KAUPANGER_ENERGI_AS,990784779,Vestland,46,Sogndal,40,01.01.1996,01.01.1996,0.055,0.38,NA,NA,NA,5,077.1A,77,1996,4
1083,758,Vatn_462,Pumpe,SVELGEN_KRAFT_HOLDING_AS,993153044,Vestland,46,Bremanger,48,01.01.1996,01.01.1996,-0.3,-0.7282,0,0.6,-0.138,3,086.1B1,86,1996,4
1349,728,Raubergfossen,Kraftverk,MIDT_ENERGI_AS,977205719,Trøndelag,50,Holtålen,26,01.01.1996,01.01.1996,2.7,11.6265,61.5,5.3,0.146,3,122.EA1,122,1996,6
1456,991,Berdal,Kraftverk,NA,NA,Trøndelag,50,Åfjord,58,01.01.1996,01.01.1996,0.2,0.8,NA,NA,NA,3,135.AAA,135,1996,6
1553,759,Svabo,Kraftverk,MO_INDUSTRIPARK_AS,914780152,Nordland,18,Rana,33,23.05.1996,23.05.1996,3.2,22.1718,105,3.5,0.254,4,156.3Z,156,1996,8
216,1076,Skakadalen,Kraftverk,NA,NA,Innlandet,34,Vang,54,01.01.1995,01.01.1995,0,0,NA,NA,NA,1,012.P2Z,12,1995,1
313,100,Frøystul,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestfold_og_Telemark,38,Tinn,18,01.01.1995,01.01.1995,45.6,186.5,61.5,90,0.141,2,016.H6,16,1995,1
338,1125,Moe,Kraftverk,NA,NA,Vestfold_og_Telemark,38,Bamble,13,01.01.1995,01.01.1995,0.005,0.03,NA,NA,NA,2,017.2Z,17,1995,1
369,750,Skree,Kraftverk,SKAFSÅ_KRAFTVERK_ANS,840044262,Vestfold_og_Telemark,38,Fyresdal,23,14.12.1995,14.12.1995,6.9,31.9675,55.1,14.5,0.132,2,019.H42,19,1995,1
415,751,Hekni,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Bygland,20,01.11.1995,01.11.1995,56,249.55,38.5,170,0.092,2,2.1E+13,21,1995,1
627,1015,Risvollfossen,Kraftverk,NA,NA,Rogaland,11,Sauda,35,01.01.1995,01.01.1995,0.012,0.0526,NA,NA,NA,2,37.31,37,1995,2
656,1022,Tendeland,Kraftverk,NA,NA,Rogaland,11,Tysvær,46,01.01.1995,01.01.1995,0.022,0.08,NA,NA,NA,2,39.12,39,1995,2
661,990,Kaldheim_Bruk,Kraftverk,NA,NA,Vestland,46,Etne,11,01.01.1995,01.01.1995,0.015,0.063,NA,NA,NA,2,041.AA1A,41,1995,3
698,1098,Vistvik,Kraftverk,NA,NA,Vestland,46,Fitjar,15,01.01.1995,01.01.1995,0.2,1.2,NA,NA,NA,2,044.1Z,44,1995,3
766,1082,Kinnali,Kraftverk,KINNALI_KRAFT_AS,993528315,Vestland,46,Ullensvang,18,01.01.1995,01.01.1995,0.07,0.55,NA,NA,NA,5,050.1AZ,50,1995,3
1000,942,Gunnar_Jan_Gjerland,Kraftverk,GUNNAR_JAN_GJERLAND,969411016,Vestland,46,Sunnfjord,47,01.01.1995,01.01.1995,0.182,0.8,NA,NA,NA,3,083.EAA,83,1995,4
1121,754,Fossheim,Kraftverk,FOSSHEIM_ENERGIVERK_AS,963092873,Vestland,46,Sunnfjord,47,01.05.1995,01.05.1995,8.32,38.8115,326,3.09,0.788,3,087.B1BZ,87,1995,4
1225,755,Tjønna,Pumpe,TAFJORD_KRAFTPRODUKSJON_AS,977461898,Møre_og_Romsdal,15,Fjord,78,01.01.1995,01.01.1995,-0.2,-0.4189,0,0.5,-0.079,3,099.B2B1C5,99,1995,5
1296,987,Torjul,Kraftverk,SØRHEIM_KRISTIN_MARIE,970568506,Møre_og_Romsdal,15,Tingvoll,60,01.01.1995,01.01.1995,0.036,0.24,NA,NA,NA,3,111.31Z,111,1995,6
1448,1118,Utistubekken,Kraftverk,NA,NA,Trøndelag,50,Indre_Fosen,54,01.01.1995,01.01.1995,0.025,0.046,NA,NA,NA,3,131.8,131,1995,6
1603,1205,Undfossen,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Bodø,4,18.10.1995,18.10.1995,0.84,3.9,NA,NA,NA,4,165.7D,165,1995,9
1663,1088,Moskenes_Fiskeindustri,Kraftverk,NA,NA,Nordland,18,Moskenes,74,01.01.1995,01.01.1995,0.075,0.15,NA,NA,NA,4,181.431,181,1995,9
1,1172,Strømsfoss,Kraftverk,NORDSIDEN_KRAFT_AS,917800731,Viken,30,Aremark,12,05.10.1994,05.10.1994,0.5,2.5,NA,NA,NA,1,001.D3,1,1994,1
25,736,Tafjord_6,Kraftverk,TAFJORD_KRAFTPRODUKSJON_AS,977461898,Møre_og_Romsdal,15,Fjord,78,21.08.1994,21.08.1994,1.8,5.22,36,5.38,0.093,3,002.DHHE,2,1994,1
218,744,Fossheimfoss,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Vestre_Slidre,52,22.08.1994,22.08.1994,1.9,9.3588,6.69,32.99,0.016,1,012.M1,12,1994,1
867,753,Åsebotn,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Modalen,29,01.07.1994,01.07.1994,15,77.161,383,4.3,0.969,5,064.C4Z,64,1994,4
996,941,Bakkefossen,Kraftverk,GJERLAND_NILS,969449919,Vestland,46,Sunnfjord,47,01.01.1994,01.01.1994,0.0738,0.4,NA,NA,NA,3,083.EA0,83,1994,4
1398,619,Meråker,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Meråker,34,18.04.1994,18.04.1994,86.8,463.7812,263.7,36.7,0.657,3,124.D0,124,1994,6
1399,620,Tevla,Pumpekraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Meråker,34,19.04.1994,19.04.1994,49.6,106.7417,164.5,34,0.404,3,124.F410,124,1994,6
1466,745,Scheldefoss,Kraftverk,SMÅKRAFT_AS,984616155,Trøndelag,50,Flatanger,49,03.09.1994,03.09.1994,1.3999,7.1027,22.5,7.94,0.049,3,137.7D,137,1994,6
1725,1208,Hakkstabben,Kraftverk,ALTA_KRAFTLAG_SA,971029390,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Alta,3,01.01.1994,01.01.1994,0.8,2,NA,NA,NA,4,215.4,215,1994,12
276,861,Uvdal,Kraftverk,NA,NA,Vestfold_og_Telemark,38,Midt-Telemark,17,01.01.1993,01.01.1993,0.037,0.12,NA,NA,NA,2,016.BA3Z,16,1993,1
348,875,Kvernhusfossen,Kraftverk,NA,NA,Vestfold_og_Telemark,38,Kragerø,14,01.01.1993,01.01.1993,0.011,0.055,24,NA,NA,2,017.3Z,17,1993,1
564,735,Hjelmeland,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Hjelmeland,33,01.10.1993,01.10.1993,6,21.4342,145,4.59,0.349,2,035.2Z,35,1993,2
1469,565,Skjærlivatn,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Åfjord,58,01.09.1993,01.09.1993,2.6,7.7096,121,2.4,0.301,3,137.1D3,137,1993,6
